Symbol,Original Name,Hebrew Name,Short Name,Sector,Type,Needs Review
MTDS.TA,Meitav Dash Investments Ltd,מיטב Dash Investments Ltd,,מניות - ישראל,Stock,No
MTF-F1.TA,Migdal Mutual Funds - MTF SAL Non-Linked Fixed Interest Gov.Bonds Mutual Fund,מגדל Mutual Funds - MTF סל Non-Linked Fixed Interest Gov.Bonds Mutual קרן,מגדל Mutual Funds - MTF סל Non,"אג""ח",ETF,No
MTF-F11.TA,Migdal Mutual Funds - MTF SAL Tel Bond - CPI Linked Mutual Fund,"מגדל Mutual Funds - MTF סל Tel אג""ח - CPI Linked Mutual קרן",מגדל Mutual Funds - MTF סל Tel,"אג""ח",ETF,No
MTF-F12.TA,Migdal Mutual Funds - MTF SAL Tel Bond Yields Mutual Fund,"מגדל Mutual Funds - MTF סל Tel אג""ח Yields Mutual קרן",מגדל Mutual Funds - MTF סל Tel,"אג""ח",ETF,No
MTF-F13.TA,Migdal Mutual Funds - MTF SAL Tel Bond - Gobal Mutual Fund,"מגדל Mutual Funds - MTF סל Tel אג""ח - Gobal Mutual קרן",מגדל Mutual Funds - MTF סל Tel,"אג""ח",ETF,No
MTF-F15.TA,Migdal Mutual Funds - MTF SAL Tel Bond Shekel 50 Mutual Fund,"מגדל Mutual Funds - MTF סל Tel אג""ח Shekel 50 Mutual קרן",מגדל Mutual Funds - MTF סל Tel,"אג""ח",ETF,No
MTF-F16.TA,Migdal Mutual Funds Ltd. - MTF SAL (4A) TA-35,"מגדל Mutual Funds Ltd. - MTF סל (4A) ת""א 35",מגדל Mutual Funds Ltd. - MTF ס,מניות - ישראל,ETF,No
MTF-F17.TA,Migdal Mutual Funds Ltd. - MTF SAL (4A) TA-90,"מגדל Mutual Funds Ltd. - MTF סל (4A) ת""א 90",מגדל Mutual Funds Ltd. - MTF ס,מניות - ישראל,ETF,No
MTF-F18.TA,Migdal Mutual Funds Ltd. - MTF SAL (4A) TA TECH - ELITE,מגדל Mutual Funds Ltd. - MTF סל (4A) TA TECH - ELITE,מגדל Mutual Funds Ltd. - MTF ס,מניות - ישראל,ETF,Yes
MTF-F19.TA,Migdal Mutual Funds Ltd. - MTF SAL (4A) TA-125,"מגדל Mutual Funds Ltd. - MTF סל (4A) ת""א 125",מגדל Mutual Funds Ltd. - MTF ס,מניות - ישראל,ETF,No
MTF-F2.TA,Migdal Mutual Funds - MTF SAL Non-Linked Fixed Interest Gov. Bonds 2-5 Years Mutual Fund,מגדל Mutual Funds - MTF סל Non-Linked Fixed Interest Gov. Bonds 2-5 Years Mutual קרן,מגדל Mutual Funds - MTF סל Non,"אג""ח",ETF,No
MTF-F23.TA,Migdal Mutual Funds Ltd. - MTF SAL (4D) S&P 500,מגדל Mutual Funds Ltd. - MTF סל (4D) S&P 500,מגדל Mutual Funds Ltd. - MTF ס,"מניות - ארה""ב",ETF,No
MTF-F24.TA,Migdal Mutual Funds Ltd. - MTF SAL (4D) S&P Aerospace & Defense,מגדל Mutual Funds Ltd. - MTF סל (4D) S&P Aerospace & Defense,מגדל Mutual Funds Ltd. - MTF ס,"מניות - ארה""ב",ETF,No
MTF-F25.TA,Migdal Mutual Funds Ltd. - MTF SAL (4D) S&P Consumer Discretionary,מגדל Mutual Funds Ltd. - MTF סל (4D) S&P Consumer Discretionary,מגדל Mutual Funds Ltd. - MTF ס,"מניות - ארה""ב",ETF,No
MTF-F26.TA,Migdal Mutual Funds Ltd. - MTF SAL (4D) S&P Consumer Staples,מגדל Mutual Funds Ltd. - MTF סל (4D) S&P Consumer Staples,מגדל Mutual Funds Ltd. - MTF ס,"מניות - ארה""ב",ETF,No
MTF-F27.TA,Migdal Mutual Funds Ltd. - MTF SAL (4D) S&P Financial,מגדל Mutual Funds Ltd. - MTF סל (4D) S&P Financial,מגדל Mutual Funds Ltd. - MTF ס,"מניות - ארה""ב",ETF,No
MTF-F28.TA,Migdal Mutual Funds Ltd. - MTF SAL (4D) S&P Health Care,מגדל Mutual Funds Ltd. - MTF סל (4D) S&P Health Care,מגדל Mutual Funds Ltd. - MTF ס,"מניות - ארה""ב",ETF,No
MTF-F29.TA,Migdal Mutual Funds Ltd. - MTF SAL (4D) S&P Industrial,מגדל Mutual Funds Ltd. - MTF סל (4D) S&P Industrial,מגדל Mutual Funds Ltd. - MTF ס,"מניות - ארה""ב",ETF,No
MTF-F3.TA,Migdal Mutual Funds - MTF SAL Tel-Bond 20 Mutual Fund,"מגדל Mutual Funds - MTF סל Tel-אג""ח 20 Mutual קרן",מגדל Mutual Funds - MTF סל Tel,"אג""ח",ETF,No
MTF-F30.TA,Migdal Mutual Funds Ltd. - MTF SAL (4D) S&P Technology,מגדל Mutual Funds Ltd. - MTF סל (4D) S&P Technology,מגדל Mutual Funds Ltd. - MTF ס,"מניות - ארה""ב",ETF,No
MTF-F31.TA,Migdal Mutual Funds Ltd. - MTF SAL (4D) STOXX Europe 600,מגדל Mutual Funds Ltd. - MTF סל (4D) STOXX אירופה 600,מגדל Mutual Funds Ltd. - MTF ס,מניות - אירופה,ETF,Yes
MTF-F33.TA,Migdal Mutual Funds Ltd. - MTF SAL (4D) RUSSELL 2000,מגדל Mutual Funds Ltd. - MTF סל (4D) RUSSELL 2000,מגדל Mutual Funds Ltd. - MTF ס,מניות - ישראל,ETF,Yes
MTF-F34.TA,Migdal Mutual Funds Ltd. - MTF SAL (4D) MSCI Emerging Markets,מגדל Mutual Funds Ltd. - MTF סל (4D) שווקים מתפתחיםerging Markets,מגדל Mutual Funds Ltd. - MTF ס,מניות - שווקים מתפתחים,ETF,No
MTF-F36.TA,Migdal Mutual Funds Ltd. - MTF SAL (4A) DAX 30 Currency-Hedged,מגדל Mutual Funds Ltd. - MTF סל (4A) DAX 30 Currency-Hedged,מגדל Mutual Funds Ltd. - MTF ס,מניות - ישראל,ETF,No
MTF-F39.TA,Migdal Mutual Funds Ltd. - MTF SAL (4A) S&P Aerospace & Defense Currency-Hedged,מגדל Mutual Funds Ltd. - MTF סל (4A) S&P Aerospace & Defense Currency-Hedged,מגדל Mutual Funds Ltd. - MTF ס,"מניות - ארה""ב",ETF,No
MTF-F4.TA,Migdal Mutual Funds - MTF SAL Tel-Bond 60 Mutual Fund,"מגדל Mutual Funds - MTF סל Tel-אג""ח 60 Mutual קרן",מגדל Mutual Funds - MTF סל Tel,"אג""ח",ETF,No
MTF-F40.TA,Migdal Mutual Funds Ltd. - MTF SAL (4A) STOXX Europe 600 Currency-Hedged,מגדל Mutual Funds Ltd. - MTF סל (4A) STOXX אירופה 600 Currency-Hedged,מגדל Mutual Funds Ltd. - MTF ס,מניות - אירופה,ETF,Yes
MTF-F42.TA,Migdal Mutual Funds Ltd. - MTF SAL (4A) S&P Consumer Discretionary Currency-Hedged,מגדל Mutual Funds Ltd. - MTF סל (4A) S&P Consumer Discretionary Currency-Hedged,מגדל Mutual Funds Ltd. - MTF ס,"מניות - ארה""ב",ETF,No
MTF-F43.TA,Migdal Mutual Funds Ltd. - MTF SAL (4A) S&P Consumer Staples Currency-Hedged,מגדל Mutual Funds Ltd. - MTF סל (4A) S&P Consumer Staples Currency-Hedged,מגדל Mutual Funds Ltd. - MTF ס,"מניות - ארה""ב",ETF,No
MTF-F44.TA,Migdal Mutual Funds Ltd. - MTF SAL (4A) S&P Energy Currency-Hedged,מגדל Mutual Funds Ltd. - MTF סל (4A) S&P Energy Currency-Hedged,מגדל Mutual Funds Ltd. - MTF ס,"מניות - ארה""ב",ETF,No
MTF-F45.TA,Migdal Mutual Funds Ltd. - MTF SAL (4A) S&P Financial Currency-Hedged,מגדל Mutual Funds Ltd. - MTF סל (4A) S&P Financial Currency-Hedged,מגדל Mutual Funds Ltd. - MTF ס,"מניות - ארה""ב",ETF,No
MTF-F46.TA,Migdal Mutual Funds Ltd. - MTF SAL (4A) S&P Health Care Currency-Hedged,מגדל Mutual Funds Ltd. - MTF סל (4A) S&P Health Care Currency-Hedged,מגדל Mutual Funds Ltd. - MTF ס,"מניות - ארה""ב",ETF,No
MTF-F47.TA,Migdal Mutual Funds - MTF SAL S&P Industrial Currency Hedged,מגדל Mutual Funds - MTF סל S&P Industrial Currency Hedged,מגדל Mutual Funds - MTF סל S&P,"מניות - ארה""ב",ETF,No
MTF-F48.TA,Migdal Mutual Funds Ltd. - MTF SAL (4A) S&P Technology Currency-Hedged,מגדל Mutual Funds Ltd. - MTF סל (4A) S&P Technology Currency-Hedged,מגדל Mutual Funds Ltd. - MTF ס,"מניות - ארה""ב",ETF,No
MTF-F49.TA,Migdal Mutual Funds Ltd. - MTF SAL (4A) S&P Utilities Currency-Hedged,מגדל Mutual Funds Ltd. - MTF סל (4A) S&P Utilities Currency-Hedged,מגדל Mutual Funds Ltd. - MTF ס,"מניות - ארה""ב",ETF,No
MTF-F5.TA,Migdal Mutual Funds - MTF SAL Tel Bond Shekel Mutual Fund,"מגדל Mutual Funds - MTF סל Tel אג""ח Shekel Mutual קרן",מגדל Mutual Funds - MTF סל Tel,"אג""ח",ETF,No
MTF-F50.TA,Migdal Mutual Funds Ltd. - MTF SAL (4A) NIKKEI 225 Currency-Hedged,מגדל Mutual Funds Ltd. - MTF סל (4A) NIKKEI 225 Currency-Hedged,מגדל Mutual Funds Ltd. - MTF ס,מניות - ישראל,ETF,Yes
MTF-F51.TA,Migdal Mutual Funds Ltd. - MTF SAL (4A) RUSSELL 2000 Currency-Hedged,מגדל Mutual Funds Ltd. - MTF סל (4A) RUSSELL 2000 Currency-Hedged,מגדל Mutual Funds Ltd. - MTF ס,מניות - ישראל,ETF,Yes
MTF-F52.TA,Migdal Mutual Funds - MTF SAL S&P 500 Currency Hedged,מגדל Mutual Funds - MTF סל S&P 500 Currency Hedged,מגדל Mutual Funds - MTF סל S&P,"מניות - ארה""ב",ETF,No
MTF-F6.TA,Migdal Mutual Funds - MTF SAL CPI-Linked Gov. Bonds 2-5 Years Mutual Fund,מגדל Mutual Funds - MTF סל CPI-Linked Gov. Bonds 2-5 Years Mutual קרן,מגדל Mutual Funds - MTF סל CPI,"אג""ח",ETF,No
MTF-F65.TA,Migdal Mutual Funds Ltd. - MTF SAL (4A) TA - Construction,מגדל Mutual Funds Ltd. - MTF סל (4A) TA - Construction,מגדל Mutual Funds Ltd. - MTF ס,מניות - ישראל,ETF,No
MTF-F7.TA,Migdal Mutual Funds Ltd. - MTF SAL (4D) DAX 30,מגדל Mutual Funds Ltd. - MTF סל (4D) DAX 30,מגדל Mutual Funds Ltd. - MTF ס,מניות - ישראל,ETF,No
MTF-F8.TA,Migdal Mutual Funds - MTF SAL Non-Linked Fixed Interest Gov. Bonds 5+ Years Mutual Fund,מגדל Mutual Funds - MTF סל Non-Linked Fixed Interest Gov. Bonds 5+ Years Mutual קרן,מגדל Mutual Funds - MTF סל Non,"אג""ח",ETF,No
MTF-F9.TA,Migdal Mutual Funds - MTF SAL CPI-Linked Gov. Bonds 5-10 Years Mutual Fund,מגדל Mutual Funds - MTF סל CPI-Linked Gov. Bonds 5-10 Years Mutual קרן,מגדל Mutual Funds - MTF סל CPI,"אג""ח",ETF,No
MTLF.TA,Matricelf Ltd,Matricelf Ltd,,מניות - ישראל,Stock,Yes
MTRD.TA,Meitav Trade Inv Ltd,מיטב Trade Inv Ltd,,מניות - ישראל,Stock,No
MTRN.TA,Maytronics,Maytronics,,מניות - ישראל,Stock,Yes
MTRX.TA,Matrix,Matrix,,מניות - ישראל,Stock,Yes
MVNE.TA,Mivne Real Estate KD Ltd,Mivne Real Estate KD Ltd,,מניות - ישראל,Stock,Yes
MYDS.TA,Mydas Real Estate Investments Ltd,Mydas Real Estate Investments Ltd,Mydas Real Estate Investments,מניות - ישראל,Stock,Yes
MZTF.TA,Mizrahi Tefahot,מזרחי Tefahot,,מניות - ישראל,Stock,No
NALA.TA,Nala Digital Commerce Ltd,Nala Digital Commerce Ltd,,מניות - ישראל,Stock,Yes
NAWI.TA,Nawi Brothers Group Ltd,Nawi Brothers Group Ltd,,מניות - ישראל,Stock,Yes
NERZ.TA,New Horizon Group Ltd,New Horizon Group Ltd,,מניות - ישראל,Stock,Yes
NFTA.TA,Naphtha,Naphtha,,מניות - ישראל,Stock,Yes
NICE.TA,Nice Ltd,Nice Ltd,,מניות - ישראל,Stock,Yes
NISA.TA,Nissan,Nissan,,מניות - ישראל,Stock,Yes
NOFR.TA,OY Nofar Energy Ltd,OY Nofar Energy Ltd,,מניות - ישראל,Stock,Yes
NRGN.TA,Nrgene Technologies Ltd,Nrgene Technologies Ltd,,מניות - ישראל,Stock,Yes
NSTR.TA,Norstar,Norstar,,מניות - ישראל,Stock,Yes
NTGR.TA,Netanel Group,Netanel Group,,מניות - ישראל,Stock,Yes
NTML.TA,Neto Malinda,Neto Malinda,,מניות - ישראל,Stock,Yes
NTNB.TA,Netanel Menivim Ltd.,Netanel Menivim Ltd.,,מניות - ישראל,Stock,Yes
NTO.TA,Neto M.E Holdings Ltd,Neto M.E Holdings Ltd,,מניות - ישראל,Stock,Yes
NURI.TA,Nur Ink Innovations Ltd,Nur Ink Innovations Ltd,,מניות - ישראל,Stock,Yes
NVLG.TA,Novolog Pharm-Up 1966 Ltd,Novolog Pharm-Up 1966 Ltd,,מניות - ישראל,Stock,Yes
NVMI.TA,Nova Ltd,Nova Ltd,,מניות - ישראל,Stock,Yes
NVPT.TA,Navitas Petroleum Limited Partnership,Navitas Petroleum Limited Partnership,Navitas Petroleum Limited Part,מניות - ישראל,Stock,Yes
NWMD.TA,NewMed Energy - Limited Partnership,NewMed Energy - Limited Partnership,NewMed Energy - Limited Partne,מניות - ישראל,Stock,Yes
NXGN.TA,Nextgen,Nextgen,,מניות - ישראל,Stock,Yes
NXSN.TA,Next Vision Stabilized Systems,Next Vision Stabilized Systems,,מניות - ישראל,Stock,Yes
NXTG.TA,Nextage Therapeutics Ltd,Nextage Therapeutics Ltd,,מניות - ישראל,Stock,Yes
NXTM.TA,Nextcom,Nextcom,,מניות - ישראל,Stock,Yes
NYAX.TA,Nayax Ltd,Nayax Ltd,,מניות - ישראל,Stock,Yes
NZHT.TA,Netz Hotels Ltd,Netz Hotels Ltd,,מניות - ישראל,Stock,Yes
OMCN.TA,Omer Constr & Engineering 1986,Omer Constr & Engineering 1986,,מניות - ישראל,Stock,Yes
ONE.TA,One Software Technologies Ltd,One Software Technologies Ltd,,מניות - ישראל,Stock,Yes
OPAL.TA,Opal Balance,Opal Balance,,מניות - ישראל,Stock,Yes
OPCE.TA,OPC Energy Ltd,OPC Energy Ltd,,מניות - ישראל,Stock,Yes
OPK.TA,Opko Health Inc,Opko Health Inc,,מניות - ישראל,Stock,Yes
ORA.TA,Ormat Technologies Inc,Ormat Technologies Inc,,מניות - ישראל,Stock,Yes
ORAD.TA,Orad-M,Orad-M,,מניות - ישראל,Stock,Yes
ORBI.TA,Orbit Technologies Ltd,Orbit Technologies Ltd,,מניות - ישראל,Stock,Yes
ORIN.TA,Orian Sh.M. Ltd,Orian Sh.M. Ltd,,מניות - ישראל,Stock,Yes
ORL.TA,Oil Refineries Ltd.,Oil Refineries Ltd.,,מניות - ישראל,Stock,Yes
ORMP.TA,Oramed Pharmaceuticals Inc,Oramed Pharmaceuticals Inc,,מניות - ישראל,Stock,Yes
ORNP.TA,ORION COMMERCIAL ASSETS LTD,ORION COMMERCIAL ASSETS LTD,,מניות - ישראל,Stock,Yes
ORON.TA,Oron Group Investments & Holdings Ltd,Oron Group Investments & Holdings Ltd,Oron Group Investments & Holdi,מניות - ישראל,Stock,Yes
ORTC.TA,O.R.T.,O.R.T.,,מניות - ישראל,Stock,Yes
OVRS.TA,Overseas Commerce Ltd,Overseas Commerce Ltd,,מניות - ישראל,Stock,Yes
PAYT.TA,Payton -L,Payton -L,,מניות - ישראל,Stock,Yes
PCBT.TA,P.C.B Tec,P.C.B Tec,,מניות - ישראל,Stock,Yes
PEN.TA,Peninsula Group Ltd,Peninsula Group Ltd,,מניות - ישראל,Stock,Yes
PERI.TA,Perion Network,Perion Network,,מניות - ישראל,Stock,Yes
PFLT.TA,PennantPark Floating Rate Capital Ltd,PennantPark Floating Rate Capital Ltd,PennantPark Floating Rate Capi,מניות - ישראל,Stock,Yes
PHOE.TA,The Phoenix Holdings Ltd.,The הפניקס Holdings Ltd.,,מניות - ישראל,Stock,No
PHTM.TA,Photomyne Ltd,Photomyne Ltd,,מניות - ישראל,Stock,Yes
PIU.TA,Poalim Ibi,הפועלים אי.בי.אי,,מניות - ישראל,Stock,No
PLAZ-L.TA,Plaza Centers N.V.,Plaza Centers N.V.,,מניות - ישראל,Stock,Yes
PLCR.TA,Plasto-Cargal Group Ltd,Plasto-Cargal Group Ltd,,מניות - ישראל,Stock,Yes
PLNT.TA,Plantarc Bio Ltd,Plantarc Bio Ltd,,מניות - ישראל,Stock,Yes
PLRM.TA,Palram,Palram,,מניות - ישראל,Stock,Yes
PLSN.TA,Plasson Indus,Plasson Indus,,מניות - ישראל,Stock,Yes
PMNT.TA,Payment Financial Technologies Ltd,Payment Financial Technologies Ltd,Payment Financial Technologies,מניות - ישראל,Stock,Yes
PMVM.TA,Pomvom,Pomvom,,מניות - ישראל,Stock,Yes
PNRG.TA,Phinergy Ltd,Phinergy Ltd,,מניות - ישראל,Stock,Yes
POLI.TA,Bank Hapoalim,Bank Hapoalim,,בנקים,Stock,Yes
POLP.TA,Polyram Plastic Industries Ltd,Polyram Plastic Industries Ltd,,מניות - ישראל,Stock,Yes
POLY.TA,Polygon-L,Polygon-L,,מניות - ישראל,Stock,Yes
PPBT.TA,Purple Biotech Ltd,Purple Biotech Ltd,,מניות - ישראל,Stock,Yes
PPIL.TA,Plastofil -L,Plastofil -L,,מניות - ישראל,Stock,Yes
PRIM.TA,Prime Energy PE Ltd,Prime Energy PE Ltd,,מניות - ישראל,Stock,Yes
PRKM.TA,Parkomat International Ltd,Parkomat International Ltd,,מניות - ישראל,Stock,Yes
PRMG.TA,Primotec Group Ltd,Primotec Group Ltd,,מניות - ישראל,Stock,Yes
PRPD.TA,Propdo Ltd,Propdo Ltd,,מניות - ישראל,Stock,Yes
PRSK.TA,Prashkovsky,Prashkovsky,,מניות - ישראל,Stock,Yes
PRTC.TA,Priortech,Priortech,,מניות - ישראל,Stock,Yes
PRTL.TA,PROTEOLOGICS,PROTEOLOGICS,,מניות - ישראל,Stock,Yes
PSG-F106.TA,Psagot Index Funds Ltd. - Psagot ETF (4D) MSCI AC World,פסגות מדד Funds Ltd. - פסגות קרן סל (4D) MSCI AC World,פסגות מדד Funds Ltd. - פסגות ק,מניות - בינלאומי,ETF,No
PSG-F112.TA,Psagot Index Funds Ltd. - Psagot ETF (4A) DAX 30 Currency-Hedged,פסגות מדד Funds Ltd. - פסגות קרן סל (4A) DAX 30 Currency-Hedged,פסגות מדד Funds Ltd. - פסגות ק,מניות - ישראל,ETF,No
PSG-F126.TA,Psagot Index Funds Ltd. - Psagot ETF (4A) S&P Health Care Currency-Hedged,פסגות מדד Funds Ltd. - פסגות קרן סל (4A) S&P Health Care Currency-Hedged,פסגות מדד Funds Ltd. - פסגות ק,"מניות - ארה""ב",ETF,No
PSG-F13.TA,Psagot Index Funds Ltd. - Psagot ETF (00) Tel-Bond 40,"פסגות מדד Funds Ltd. - פסגות קרן סל (00) Tel-אג""ח 40",פסגות מדד Funds Ltd. - פסגות ק,"אג""ח",ETF,No
PSG-F14.TA,Psagot Index Funds Ltd. - Psagot ETF (00) Tel-Bond 60,"פסגות מדד Funds Ltd. - פסגות קרן סל (00) Tel-אג""ח 60",פסגות מדד Funds Ltd. - פסגות ק,"אג""ח",ETF,No
PSG-F16.TA,Psagot Index Funds Ltd. - Psagot ETF (00) Tel Bond-CPI Linked,"פסגות מדד Funds Ltd. - פסגות קרן סל (00) Tel אג""ח-CPI Linked",פסגות מדד Funds Ltd. - פסגות ק,"אג""ח",ETF,No
PSG-F161.TA,Psagot Index Funds Ltd. -  Psagot ETF (6A) Short TA-90 (1600),"פסגות מדד Funds Ltd. - פסגות קרן סל (6A) Short ת""א 90 (1600)",פסגות מדד Funds Ltd. - פסגות ק,מניות - ישראל,ETF,No
PSG-F22.TA,Psagot Index Funds Ltd. - Psagot ETF (00) Tel Bond-CPI Linked A,"פסגות מדד Funds Ltd. - פסגות קרן סל (00) Tel אג""ח-CPI Linked A",פסגות מדד Funds Ltd. - פסגות ק,"אג""ח",ETF,No
PSG-F42.TA,Psagot Index Funds Ltd. - Psagot ETF (4A) TA-125,"פסגות מדד Funds Ltd. - פסגות קרן סל (4A) ת""א 125",פסגות מדד Funds Ltd. - פסגות ק,מניות - ישראל,ETF,No
PSG-F61.TA,Psagot Index Funds Ltd. - Psagot ETF (4D) LBMA Gold Price AM,פסגות מדד Funds Ltd. - פסגות קרן סל (4D) LBMA זהב Price AM,פסגות מדד Funds Ltd. - פסגות ק,סחורות - זהב,ETF,Yes
PSG-F65.TA,Psagot Index Funds Ltd. - Psagot ETF (4D) S&P 500,פסגות מדד Funds Ltd. - פסגות קרן סל (4D) S&P 500,פסגות מדד Funds Ltd. - פסגות ק,"מניות - ארה""ב",ETF,No
PSG-FK1.TA,Psagot Index Funds Ltd. - Psagot ETF (00) Kosher Tel-Bond 60,"פסגות מדד Funds Ltd. - פסגות קרן סל (00) Kosher Tel-אג""ח 60",פסגות מדד Funds Ltd. - פסגות ק,"אג""ח",ETF,No
PSG-FK4.TA,Psagot Index Funds Ltd. - Psagot ETF (4A) Kosher TA-125,"פסגות מדד Funds Ltd. - פסגות קרן סל (4A) Kosher ת""א 125",פסגות מדד Funds Ltd. - פסגות ק,מניות - ישראל,ETF,No
PSTI.TA,Pluristem,Pluristem,,מניות - ישראל,Stock,Yes
PTBL.TA,Propert & Buil,Propert & Buil,,מניות - ישראל,Stock,Yes
PTCH.TA,Petrochemical,Petrochemical,,מניות - ישראל,Stock,Yes
PTNR.TA,Partner,Partner,,מניות - ישראל,Stock,Yes
PTX.TA,Petrotx - Limited Partnership,Petrotx - Limited Partnership,,מניות - ישראל,Stock,Yes
PULS.TA,Pulsenmore Ltd,Pulsenmore Ltd,,מניות - ישראל,Stock,Yes
PZOL.TA,Paz Oil,Paz Oil,,מניות - ישראל,Stock,Yes
QLTU.TA,Qualitau Ltd,Qualitau Ltd,,מניות - ישראל,Stock,Yes
QNCO.TA,Queenco-L,Queenco-L,,מניות - ישראל,Stock,Yes
RANI.TA,Rani Zim Shopping Centers,Rani Zim Shopping Centers,,מניות - ישראל,Stock,Yes
RATI.TA,Ratio Oil Explorations (1992) a Limited Partnership,Ratio Oil Explorations (1992) a Limited Partnership,Ratio Oil Explorations,מניות - ישראל,Stock,Yes
RATI-L.TA,Ratio Energies LP,Ratio Energies LP,,מניות - ישראל,Stock,Yes
RAVD.TA,Ravad Ltd,Ravad Ltd,,מניות - ישראל,Stock,Yes
RAYG-M.TA,Ray Tlv Group Ltd,Ray Tlv Group Ltd,,מניות - ישראל,Stock,Yes
REKA.TA,Rekah Pharmaceutical Industry Ltd,Rekah Pharmaceutical Industry Ltd,Rekah Pharmaceutical Industry,מניות - ישראל,Stock,Yes
RIMO.TA,Rimoni,Rimoni,,מניות - ישראל,Stock,Yes
RIT1.TA,Reit 1,Reit 1,,מניות - ישראל,Stock,Yes
RLCO.TA,Ralco Agencies Ltd,Ralco Agencies Ltd,,מניות - ישראל,Stock,Yes
RMLI.TA,Rami Levi,Rami Levi,,מניות - ישראל,Stock,Yes
RMN.TA,Ram-On Investments and Holdings Ltd,Ram-On Investments and Holdings Ltd,Ram-On Investments and Holding,מניות - ישראל,Stock,Yes
RMON.TA,Rimon Consulting & Management Services Ltd,Rimon Consulting & Management Services Ltd,Rimon Consulting & Management,מניות - ישראל,Stock,Yes
ROBO.TA,Robogroup,Robogroup,,מניות - ישראל,Stock,Yes
ROTS.TA,Rotshtein,Rotshtein,,מניות - ישראל,Stock,Yes
RPAC.TA,Rapac Communication & Infrastructure Ltd,Rapac Communication & Infrastructure Ltd,Rapac Communication & Infrastr,מניות - ישראל,Stock,Yes
RPOL.TA,RP Optical Lab Ltd,RP Optical Lab Ltd,,מניות - ישראל,Stock,Yes
RSEL.TA,RSL Electronics Ltd,RSL Electronics Ltd,,מניות - ישראל,Stock,Yes
RTEN.TA,Rotem Energy Mineral (REM) - Limited Partnership,Rotem Energy Mineral (REM) - Limited Partnership,Rotem Energy Mineral,מניות - ישראל,Stock,Yes
RTLS.TA,Retailors Ltd,Retailors Ltd,,מניות - ישראל,Stock,Yes
RTPT.TA,Ratio Petroleum Energy - Limited Partnership,Ratio Petroleum Energy - Limited Partnership,Ratio Petroleum Energy - Limit,מניות - ישראל,Stock,Yes
RTSN.TA,Rotem Shani Entrepreneurship and Investments Ltd,Rotem Shani Entrepreneurship and Investments Ltd,Rotem Shani Entrepreneurship a,מניות - ישראל,Stock,Yes
RVL.TA,Raval ACS Ltd,Raval ACS Ltd,,מניות - ישראל,Stock,Yes
RZR.TA,Razor Labs Ltd,Razor Labs Ltd,,מניות - ישראל,Stock,Yes
SAE.TA,Shufersal,Shufersal,,מניות - ישראל,Stock,Yes
SAFE.TA,Safe-T Group Ltd,Safe-T Group Ltd,,מניות - ישראל,Stock,Yes
SANO1.TA,Sano Bruno's Enterprises Ltd,Sano Bruno's Enterprises Ltd,,מניות - ישראל,Stock,Yes
SARN.TA,Sarine Technologies Ltd,Sarine Technologies Ltd,,מניות - ישראל,Stock,Yes
SBEN.TA,Shikun & Binui Energy Ltd,Shikun & Binui Energy Ltd,,מניות - ישראל,Stock,Yes
SCC.TA,Space Com,Space Com,,מניות - ישראל,Stock,Yes
SCDX.TA,Scodix Ltd,Scodix Ltd,,מניות - ישראל,Stock,Yes
SCOP.TA,Scope Metals Group Ltd,Scope Metals Group Ltd,,מניות - ישראל,Stock,Yes
SEFA.TA,Nala Digital Commerce Ltd,Nala Digital Commerce Ltd,,מניות - ישראל,Stock,Yes
SEMG.TA,Seach Medical Group Ltd,Seach Medical Group Ltd,,מניות - ישראל,Stock,Yes
SFRN.TA,Sufrin Holdings Ltd,Sufrin Holdings Ltd,,מניות - ישראל,Stock,Yes
SHAN.TA,Shaniv,Shaniv,,מניות - ישראל,Stock,Yes
SHGR.TA,Shagrir Group Vehicle Services Ltd,Shagrir Group Vehicle Services Ltd,Shagrir Group Vehicle Services,מניות - ישראל,Stock,Yes
SHMM.TA,Shamaym Improve Ltd,Shamaym Improve Ltd,,מניות - ישראל,Stock,Yes
SHNP.TA,Schnapp,Schnapp,,מניות - ישראל,Stock,Yes
SHOM.TA,EN Shoham Business Ltd,EN Shoham Business Ltd,,מניות - ישראל,Stock,Yes
SHVA.TA,Automatic Bank Services Ltd,Automatic Bank Services Ltd,,בנקים,Stock,Yes
SKBN.TA,Shikun & Binui,Shikun & Binui,,מניות - ישראל,Stock,Yes
SKLN.TA,Skyline Investments Inc,Skyline Investments Inc,,מניות - ישראל,Stock,Yes
SLARL.TA,Sella Real Estate,Sella Real Estate,,מניות - ישראל,Stock,Yes
SLCL.TA,Silver Castle Holdings Ltd,Silver Castle Holdings Ltd,,מניות - ישראל,Stock,Yes
SLRM.TA,Solrom Holdings Ltd,Solrom Holdings Ltd,,מניות - ישראל,Stock,Yes
SMAG.TA,Smart Agro LP,Smart Agro LP,,מניות - ישראל,Stock,Yes
SMNIN.TA,Shemen Industries Ltd,Shemen Industries Ltd,,מניות - ישראל,Stock,Yes
SMT.TA,Summit,Summit,,מניות - ישראל,Stock,Yes
SNCM.TA,Suny Cellular Communication Ltd,Suny Cellular Communication Ltd,Suny Cellular Communication Lt,מניות - ישראל,Stock,Yes
SNEL.TA,Synel M.L.L Payway Ltd,Synel M.L.L Payway Ltd,,מניות - ישראל,Stock,Yes
SNFL.TA,Sunflow Sustain,Sunflow Sustain,,מניות - ישראל,Stock,Yes
